stockname,stockno,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
中集集团,000039,519685.30,894984.06,676550.68,907867.20,1380022.33,2656778.38,3095931.06,3357366.40,4876082.60,4732728.10,2047550.70,5176831.60,6412505.30,5433405.70,5787441.10
